TOT_POP,% Black-alone,% NA/AI-alone,% Asian-alone,% Hawaiian/PI-alone,% Two or more races,Percent of adults with less than a high school diploma 2014-18,Percent of adults with a high school diploma only 2014-18,Percent of adults completing some college or associate's degree 2014-18,Percent of adults with a bachelor's degree or higher 2014-18,PCTPOVALL_2018,MEDHHINC_2018,Civilian_labor_force_2018,Unemployment_rate_2018,Med_HH_Income_Percent_of_State_Total_2018,Active Physicians per 100000 Population 2018 (AAMC),Total Active Patient Care Physicians per 100000 Population 2018 (AAMC),Active Primary Care Physicians per 100000 Population 2018 (AAMC),Active Patient Care Primary Care Physicians per 100000 Population 2018 (AAMC),Active General Surgeons per 100000 Population 2018 (AAMC),Active Patient Care General Surgeons per 100000 Population 2018 (AAMC),Total nurse practitioners (2019),Total physician assistants (2019),Total Hospitals (2019),Internal Medicine Primary Care (2019),Family Medicine/General Practice Primary Care (2019),Total Specialist Physicians (2019),ICU Beds_x,Total Population,Population Aged 60+,Percent of Population Aged 60+,county_pop2018_18 and older,anycondition_prevalence,anycondition_number,Obesity_prevalence,Obesity_number,Heart disease_number,COPD_prevalence,COPD_number,diabetes_prevalence,diabetes_number,CKD_number,Urban_rural_code,age 0-19 pct %,age 20-39 pct %,age 40-59 pct %,age 60-79 pct %,age 80+ pct %
21112,44.2165593,0.63944676,0.918908678,0.023683213,1.458885942,18.9,35.7,33.9,11.5,22.4,38131,8343,4.8,72.7,229.5,205.0,80.1,72.3,7.0,6.2,8.807520347,4.356006056,0.286524707,8.873960859,9.721077385,26.79213639,0,21788,4999,22.9,16076,56.9,9140,39.5,6350,1497,10.3,1663,17.6,2830,678,6,26.21258053,22.991663510000002,25.32209171,21.584880638999998,3.88878363
14523,0.481994078,0.254768299,0.21345452,0.013771259,0.736762377,24.5,37.1,28.4,10.0,25.2,35047,4495,5.2,48.3,263.2,231.8,90.3,81.7,7.3,6.3,7.635172468,3.583995651,0.163683912,7.243013096,6.358096948,20.03763887,0,15181,4171,27.5,11652,52.2,6081,38.0,4428,1314,13.1,1530,15.3,1778,486,5,21.58644908,22.14418509,26.65427253,24.92597948,4.689113819
284081,13.62569126,0.546675068,2.868900067,0.055265928,2.868196043,12.3,32.0,33.1,22.6,16.1,53795,141196,5.7,82.7,284.4,240.5,99.6,87.2,7.0,5.8,110.6573385,55.56278212,4.169438305,215.1831502,134.9827781,476.7875332,87,287512,65218,22.7,217591,42.7,93017,32.9,71587,16890,8.6,18791,11.9,25818,7194,3,25.72329723,24.62396289,25.50504962,19.767953502,4.379736765
16811,17.72054012,0.725715306,0.517518292,0.196300042,1.879721611,21.1,41.1,27.7,10.2,25.6,36573,5786,6.2,77.7,207.6,188.2,79.9,75.0,7.0,6.5,7.279239836,1.165793966,0.490860617,5.014587443,9.398865229,20.2870462,0,17429,4039,23.2,13430,52.5,7057,38.8,5211,1408,11.8,1579,15.4,2070,520,6,21.93206829,27.19053001,26.13764797,20.665040748000003,4.074712986
58533,0.82688398,7.959612526,1.78019237,0.317769463,5.841149437,7.2,32.2,37.3,23.3,12.4,65439,26497,7.7,87.4,276.9,256.7,112.8,105.6,9.6,8.5,38.09925716,27.46321453,1.666842501,17.30341263,46.98908383,67.14994074,6,57961,13154,22.7,45306,39.8,18050,32.6,14770,3351,7.8,3555,10.7,4846,1384,6,24.681803430000002,24.28715426,25.46597645,22.857191667000002,2.707874191
9960,16.04417671,0.401606426,0.391566265,0.030120482,1.234939759,23.6,43.2,19.0,14.2,20.8,40842,3826,5.7,85.1,260.3,231.8,84.1,75.8,9.1,7.8,5.052693382,1.639346795,0.337701165,5.35833431,3.83012967,16.01515715,0,10000,2320,23.2,7655,55.6,4258,39.8,3047,807,12.6,967,15.7,1198,306,6,25.120481929999997,24.65863453,25.79317269,20.371485947,4.0562249
167529,2.58104567,3.119459914,1.083394517,0.178476562,2.878904548,10.6,28.7,38.8,22.0,17.2,48308,75912,4.9,67.1,285.7,262.5,95.4,88.9,7.8,7.1,85.1533676,66.09313195,2.617841007,73.62310159,80.09416925,214.3982371,32,163368,39318,24.1,129906,44.7,58109,33.0,42869,9333,7.0,9073,11.5,14975,4477,4,25.19444395,25.48513989,24.0579243,20.672838731,4.589653135
43265,2.128741477,5.94707038,0.725759852,0.050849416,4.920836704,12.6,41.1,28.9,17.4,15.0,46512,18519,3.9,89.6,206.7,189.1,73.9,68.5,6.2,5.8,12.40977292,14.13243813,1.371548731,14.47258221,24.79760106,51.15328148,9,44293,10951,24.7,33253,53.5,17785,38.6,12836,3259,9.9,3304,13.9,4635,1180,5,25.34150006,23.05558766,24.47937132,21.888362413,5.235178551
31280,0.831202046,0.728900256,0.578644501,0.025575448,1.202046036,11.7,42.5,27.4,18.4,12.4,51487,14901,3.5,92.4,230.8,212.0,80.3,74.4,6.5,6.1,16.14043771,3.94980303,0.617010651,12.29814411,15.5327757,40.69465702,0,31848,8461,26.6,24768,44.4,11008,31.9,7901,2153,10.5,2604,13.2,3260,831,5,24.16879795,22.81329923,25.04475704,21.703964192,6.269181586
36501,2.693076902,0.558888798,0.794498781,0.060272321,1.873921262,6.7,23.2,37.1,33.0,8.3,64768,19851,5.1,120.1,255.0,223.5,86.2,78.1,7.1,6.2,16.58142507,14.91168225,0.393707782,17.76957891,14.14535817,52.6549006,0,35412,9885,27.9,29602,43.0,12743,32.1,9502,2380,8.0,2372,11.2,3330,929,5,20.637790742,20.602175281999997,27.982794990000002,26.807484724,3.969754253
236612,4.138420706,0.496170947,14.50391358,0.068889152,1.8316907,7.2,16.6,24.5,51.7,5.0,105921,118048,3.1,180.6,228.7,202.9,79.1,71.9,7.0,6.1,108.3026273,74.83340414,3.261449835,111.9689467,76.72279577,287.6373827,24,211300,33215,15.7,171804,32.5,55825,26.2,45013,8682,5.2,8922,8.9,15220,3949,2,29.871688669999998,22.316704136,31.190303110000002,14.29809139,2.323212686
10949,2.657776966,15.59046488,0.593661522,0.045666271,7.900264864,16.1,35.6,31.2,17.2,19.5,39756,5319,2.9,76.6,206.7,189.1,73.9,68.5,6.2,5.8,3.140520137,3.576472092,0.347095506,3.662551777,6.275486745,12.94527399,0,11039,2703,24.5,8376,54.0,4521,39.7,3325,876,11.0,920,14.7,1231,320,6,26.596036169999998,23.171065849999998,24.43145492,21.170883189999998,4.630559868
1243857,30.46765022,0.265625389,3.357540296,0.043654536,2.264167022,10.7,28.0,29.5,31.9,17.9,50006,612216,5.2,89.1,292.7,248.6,93.7,83.7,8.3,7.1,642.6014538,237.9295994,20.64326578,841.2662847,575.2448185,2424.200417,680,1257401,297844,23.7,985975,45.2,445409,34.9,344105,79547,8.7,86130,13.3,130681,34175,1,23.10458517,26.62162933,25.052799479999997,20.255222262,4.965763749
96174,13.84989706,0.826626739,1.596065465,0.192359681,2.373822447,15.7,30.3,28.5,25.5,11.4,64863,42393,3.5,130.0,217.1,196.7,77.2,71.2,7.6,6.9,49.91814187,10.52668739,1.98728117,44.95977697,36.75486362,124.7855166,10,91695,18399,20.1,74478,49.1,36584,33.4,24876,5840,8.9,6606,13.1,9737,2298,3,24.701062649999997,25.34364797,28.63559798,18.103645471,3.216045917
21780,5.032139578,1.680440771,2.993572084,0.229568411,1.882460973,31.8,30.6,26.4,11.1,15.1,50671,9554,3.3,87.1,227.6,206.5,88.0,80.5,6.8,6.3,12.28325557,6.223915123,1.039812743,9.014203994,13.38291365,28.52378409,8,22948,3309,14.4,14871,47.1,7010,38.7,5755,1014,7.3,1080,13.5,2013,471,5,34.903581270000004,28.44352617,22.47474747,11.648301194,2.529843893
106222,2.403456911,0.23723899,1.778351001,0.03294986,2.011824293,9.8,36.8,30.8,22.6,7.9,59922,53197,3.9,106.7,292.7,248.6,93.7,83.7,8.3,7.1,54.87641395,20.31853976,1.762878673,71.84184942,49.12434075,207.020113,10,104081,25472,24.5,81833,44.4,36363,32.4,26514,6633,9.2,7555,11.7,9590,2511,3,25.00235357,23.47159722,26.07087044,21.055901788,4.399276986
4715,0.509013786,0.721102863,0.339342524,0.063626723,1.336161188,11.4,33.2,36.4,18.9,12.6,49685,2627,2.6,83.2,239.2,214.5,88.2,80.3,6.8,6.2,2.553909047,2.008912188,0.227285686,2.1848753,3.079354449,6.708593622,0,4814,1514,31.4,3685,46.0,1696,36.3,1338,334,8.6,316,12.4,458,133,6,24.07211029,19.490986212,23.26617179,26.21420997,6.956521739
18691,2.25777112,0.732973089,0.87207747,0.03745118,1.5301482,6.9,35.8,36.8,20.5,9.2,58335,9002,4.1,83.0,302.7,265.0,104.9,96.0,7.4,6.6,9.593363534,6.035824557,0.423040684,10.70925825,11.67858769,31.25504515,0,18898,4286,22.7,14359,38.0,5463,30.4,4365,1000,6.0,867,9.9,1424,420,6,25.52565406,24.482371190000002,25.02273822,20.111283505,4.857953026
55945,1.921530074,0.403968183,1.188667441,0.035749397,1.648047189,10.5,20.3,27.6,41.6,21.2,48489,28832,3.5,89.9,255.0,223.5,86.2,78.1,7.1,6.2,25.41431264,22.85510159,0.603435026,27.23539334,21.68055842,80.70404685,10,53421,11059,20.7,48768,38.3,18673,29.2,14240,3376,7.6,3703,9.6,4659,1359,5,21.297703098,35.913843954,20.815086247,18.70408437,3.269282331
97331,1.81545448,2.269574956,1.147630251,0.178771409,2.372317145,23.9,26.6,31.9,17.6,12.7,53688,46386,6.2,72.5,278.8,246.3,100.6,91.7,6.9,6.1,39.2264186,24.64405884,1.188287952,48.40981789,57.05073789,143.5890996,0,93420,17194,18.4,68740,43.6,29970,35.5,24403,4943,7.5,5179,11.2,7731,2212,5,32.14186641,26.4900186,22.27142431,16.08326227,3.013428404
720,0.833333333,1.805555556,0.277777778,0.0,0.694444444,7.5,29.3,39.2,24.0,15.0,48275,440,3.0,80.8,239.2,214.5,88.2,80.3,6.8,6.2,0.389992474,0.3067692,0.034707464,0.333639494,0.47023016,1.024429991,0,643,195,30.3,548,46.4,254,36.0,197,47,7.8,43,11.9,65,19,6,25.416666669999998,18.194444444,21.805555560000002,28.75,5.833333333
5360,0.46641791,1.71641791,0.652985075,0.167910448,2.462686567,20.6,34.6,34.7,10.1,13.8,50464,2738,3.4,90.9,192.6,181.6,73.9,68.9,5.8,5.5,2.102190846,1.88830515,0.137497948,1.188593371,2.817180175,4.262436382,0,5296,973,18.4,3811,44.9,1712,32.4,1235,300,8.0,305,12.7,486,127,5,31.884328359999998,24.16044776,24.01119403,16.604477614,3.339552239
13143,60.2830404,0.570645971,1.491288138,0.136955033,1.141291942,27.2,34.1,30.1,8.6,30.5,32868,4731,6.2,56.1,228.7,202.9,79.1,71.9,7.0,6.1,6.015846323,4.156743659,0.181162558,6.219498026,4.261693003,15.97728822,0,13675,2925,21.4,10681,54.7,5839,37.9,4048,1028,11.1,1190,19.4,2068,474,6,21.18998707,28.46382105,25.892109859999998,21.288899037,3.165182987
30997,3.274510436,1.68080782,1.622737684,0.07097461,1.922766719,8.2,33.0,35.9,22.9,8.2,71888,18051,2.4,110.2,237.6,217.1,87.0,79.6,10.5,9.7,18.63709729,9.257376555,1.590474386,14.31426948,23.93867858,36.82559925,4,30316,5319,17.5,22642,43.8,9918,38.3,8672,1422,5.8,1312,8.7,1973,581,5,28.84472691,30.29970643,21.76662258,14.540116785999999,4.548827306
28543,51.78152262,0.259257962,0.381879971,0.01751743,1.117612024,20.1,33.2,32.6,14.2,26.5,38664,11251,5.5,86.4,191.3,174.8,65.9,61.2,7.1,6.7,19.93641383,1.022625254,0.946167291,11.26799229,10.48429817,32.31304658,0,28748,6493,22.6,21988,57.0,12527,43.2,9499,2033,10.1,2215,17.3,3815,877,3,26.717584000000002,24.57345058,24.25112987,20.369267425,4.088568125
48305,26.8543629,0.875685747,0.755615361,0.293965428,2.024635131,19.3,37.4,29.8,13.4,23.5,39545,17542,4.0,71.3,265.2,240.7,86.8,80.1,6.9,6.0,28.03139536,13.81838932,0.492136957,26.29644249,18.7783134,66.0030501,7,48571,12035,24.8,39344,52.2,20546,37.4,14715,3954,11.4,4501,15.6,6138,1520,6,20.755615357,26.761204839999998,26.32232688,21.21726529,4.94358762
5134,6.349824698,1.55823919,1.382937281,0.0,1.090767433,13.8,42.2,28.0,16.0,13.8,52401,2074,3.6,87.7,239.2,214.5,88.2,80.3,6.8,6.2,2.780863001,2.18743482,0.247483502,2.37903495,3.353002279,7.304754964,0,5200,1335,25.7,4168,42.8,1783,38.3,1596,317,7.3,305,11.0,457,128,6,20.568757307,27.40553175,26.06155045,19.964939621,5.99922088
3861,0.518000518,6.423206423,2.02020202,0.207200207,3.807303807,11.5,29.4,41.8,17.3,14.2,44911,1637,5.5,80.9,192.6,181.6,73.9,68.9,5.8,5.5,1.514283369,1.36021384,0.099044697,0.856186382,2.029315794,3.07038561,0,3824,1252,32.7,2987,49.7,1484,33.9,1013,323,10.0,297,14.9,446,126,6,24.57912458,18.026418026,22.507122506,28.38642839,6.500906501
10027,61.04517802,3.520494664,0.179515309,0.0,0.907549616,16.7,37.5,34.8,11.0,27.5,33437,3454,7.4,74.7,191.3,174.8,65.9,61.2,7.1,6.7,7.003553288,0.359242666,0.332383401,3.958384145,3.683076681,11.35139677,0,10082,2367,23.5,8206,59.1,4849,43.2,3545,872,11.2,923,19.2,1573,379,5,24.344270471,25.560985340000002,23.48658621,20.584422062999998,6.023735913
2100,0.523809524,1.095238095,0.571428571,0.047619048,1.857142857,6.9,29.5,41.3,22.3,9.3,63261,1078,2.4,97.0,237.6,217.1,87.0,79.6,10.5,9.7,1.262635233,0.6271733,0.107752241,0.969770168,1.621809369,2.494878808,0,2253,513,22.8,1574,45.9,723,35.3,556,130,7.2,113,11.5,182,50,6,26.95238095,21.66666666,22.523809521,24.095238094000003,4.761904762
180040,1.202510553,3.167073984,3.07987114,0.221617418,4.480670962,9.2,24.8,43.8,22.2,15.2,53908,74215,4.9,71.6,279.6,243.8,96.2,87.1,7.2,6.2,70.15530508,36.03344689,1.633953193,101.7829952,69.17220232,267.4904265,81,178919,47900,26.8,141456,36.8,52083,26.6,37627,10904,8.1,11516,11.2,15832,4876,4,23.53921351,24.41679627,23.830815379999997,23.409242386000003,4.803932459
9611,0.301737592,0.208094891,0.322547082,0.020809489,0.759546353,10.7,40.2,31.6,17.5,10.2,54552,4617,4.9,83.8,284.4,240.5,99.6,87.2,7.0,5.8,3.743748018,1.879794492,0.14106002,7.280054831,4.566723857,16.13062817,0,9608,2496,26.0,7401,46.7,3453,34.3,2539,611,9.3,691,11.2,831,239,6,25.05462491,21.89158256,26.33440849,21.329726355000002,5.389657684
199754,1.640517837,2.390940857,1.158424863,0.051062807,2.48505662,5.8,28.0,37.5,28.7,14.7,53833,101957,3.7,76.6,302.7,265.0,104.9,96.0,7.4,6.6,102.5259611,64.50591721,4.521110091,114.451724,124.8111179,334.0281574,179,200294,50288,25.1,161743,38.4,62175,28.2,45612,11791,5.9,9577,9.5,15343,4793,3,22.54823433,26.64927862,23.67461978,22.194799607,4.933067673
14717,0.604742814,0.258204797,0.312563702,0.033974315,0.985255147,14.7,33.2,32.6,19.5,9.6,59901,7524,3.8,92.1,284.4,240.5,99.6,87.2,7.0,5.8,5.732675017,2.878465876,0.216000449,11.14770231,6.992870149,24.70028663,0,14711,3592,24.4,10978,46.3,5083,32.5,3568,874,9.2,1012,10.8,1183,347,6,27.485221170000003,23.31317524,23.931507779999997,19.637154306,5.632941496
162927,4.624156831,0.209296188,2.162931865,0.04726043,2.054908026,7.9,36.3,27.2,28.7,11.3,63689,86523,4.6,113.4,292.7,248.6,93.7,83.7,8.3,7.1,84.17135335,31.16528334,2.703964655,110.1935287,75.34862331,317.5346534,16,162080,34412,21.2,132396,40.8,54031,29.5,39057,9644,8.2,10882,10.4,13788,3642,3,23.293867808999998,28.4673504,24.898267320000002,19.640697982,3.699816482
21416,4.496638028,0.289503175,0.364213672,0.02334703,1.200037355,17.0,39.7,31.6,11.7,14.9,47484,9810,5.3,73.0,284.4,240.5,99.6,87.2,7.0,5.8,8.342119192,4.18870865,0.314321235,16.22200127,10.17593987,35.94355769,4,21980,5172,23.5,16899,49.2,8312,36.2,6117,1531,10.7,1805,12.5,2104,596,6,23.34703026,25.08404931,25.89185655,20.419312665,5.257751214
32721,48.79435225,0.293389566,0.449252773,0.021392989,1.023807341,21.0,40.4,24.1,14.5,23.8,47917,14190,6.2,99.8,260.3,231.8,84.1,75.8,9.1,7.8,16.59931528,5.385649246,1.109429701,17.60341937,12.58289889,52.61365032,0,33122,6966,21.0,25978,55.2,14345,40.2,10443,2221,9.8,2558,15.6,4059,957,3,23.00051954,28.11038783,26.719843519999998,18.514104091,3.655145014
160647,25.78012661,0.722702572,2.001904797,0.16246802,2.81922476,9.9,27.7,34.5,27.9,11.0,65468,75077,3.0,124.8,229.5,205.0,80.1,72.3,7.0,6.2,67.01883863,33.14604513,2.180245104,67.52440271,73.97034476,203.8687161,0,151716,28002,18.5,121433,44.0,53427,35.9,43594,7505,6.7,8153,12.1,14723,3515,3,26.685216660000002,26.74621997,26.713228389999998,17.145044729,2.710290264
17650,0.764872521,11.90934844,0.776203966,0.045325779,2.878186969,7.7,27.8,29.0,35.5,9.4,70093,9890,2.6,122.9,240.4,219.1,92.8,84.8,9.2,8.6,9.462841533,8.082427018,1.140342426,6.782036532,10.82325004,19.16575516,6,17572,4017,22.9,13399,39.1,5233,31.6,4234,947,5.6,747,9.9,1325,386,5,26.050991500000002,25.29745042,24.44759207,19.801699719,4.402266289
22386,0.469043152,0.196551416,0.49137854,0.022335388,1.081032788,19.5,34.8,30.7,14.9,25.0,39381,6763,6.9,78.5,230.9,214.6,77.3,72.9,8.3,7.6,14.6988843,4.939706857,0.526033692,9.894443248,9.518704897,32.34355727,6,23064,5441,23.6,17505,56.3,9858,41.4,7247,1901,13.7,2399,15.7,2743,648,6,24.01947646,23.08139016,27.548467799999997,21.638524076000003,3.712141517
18975,0.758893281,1.001317523,0.252964427,0.105401845,1.997364954,6.5,40.4,31.2,21.9,7.6,69246,10167,3.3,119.1,227.6,206.5,88.0,80.5,6.8,6.3,10.70132114,5.422350296,0.905897465,7.853283783,11.65935659,24.85026644,0,18856,4716,25.0,14647,44.6,6530,35.8,5244,1097,7.7,1124,11.6,1703,434,4,25.017127799999997,21.191040843000003,27.48353097,21.839262182,4.469038208
43622,2.30159094,0.527256889,0.731282381,0.027509055,1.943973225,10.9,41.3,33.6,14.2,14.5,50477,19641,3.7,89.1,287.0,249.7,97.8,87.6,7.9,6.7,19.28880348,16.5089465,0.628413507,32.35893162,26.28426772,88.60194049,10,43543,10379,23.8,33511,51.4,17230,36.8,12332,3066,10.6,3566,12.3,4115,1140,5,25.342716969999998,23.52024208,25.83100271,21.14529366,4.160744578
12535,0.694056641,5.217391304,1.435979258,0.223374551,5.424810531,9.4,33.4,37.6,19.7,21.6,40680,4707,5.7,54.1,279.6,243.8,96.2,87.1,7.2,6.2,4.884452062,2.508771699,0.113761405,7.086479918,4.816005088,18.62359752,0,13037,4734,36.3,10395,44.5,4630,30.1,3129,1071,10.4,1084,14.4,1492,443,6,18.635819704,18.308735539,25.47267651,32.28560032,5.29716793
1986049,8.544552526,1.220261937,3.282245302,0.226379108,2.369125837,16.2,25.2,31.0,27.6,17.2,54210,940900,3.3,89.4,224.8,199.9,72.9,66.5,6.2,5.4,685.0390663,404.3114408,36.18943754,751.467097,665.1106571,2345.601441,648,1892004,307269,16.2,1478380,47.1,696450,37.7,557349,97014,5.7,84995,13.4,198276,45733,1,28.5118343,30.549649080000002,23.899309629999998,14.222207005000001,2.816999983
406892,20.25254859,0.565260561,1.052121939,0.026296904,2.72627626,9.6,31.9,37.6,20.9,18.8,48370,181781,4.9,85.4,287.0,249.7,97.8,87.6,7.9,6.7,179.9197612,153.9901486,5.86163928,301.8337171,245.171204,826.4504326,151,410881,93094,22.7,315342,47.6,150226,35.8,112892,26844,10.5,33114,12.6,39651,11059,3,24.89432085,24.36346745,26.198106629999998,20.242717971,4.3013871
6628,0.633675317,0.422450211,0.528062764,0.0,1.418225709,10.8,43.0,28.1,18.0,15.5,43731,3584,2.4,80.4,273.1,236.3,86.6,79.0,7.0,6.3,3.696736055,0.719440877,0.13198765,4.122991252,2.959985323,11.75447388,0,6688,1683,25.2,4988,47.6,2376,33.5,1671,464,10.4,521,12.7,634,173,6,26.870850930000003,22.72178637,23.7929994,20.096560046,6.517803259
8253,2.27795953,2.714164546,1.235914213,0.230219314,2.738398158,17.2,39.9,27.1,15.8,24.1,33085,3202,4.8,69.8,244.8,213.8,91.1,82.1,7.7,7.3,4.025223487,2.095321815,0.161481568,3.855864768,4.470282443,11.39823559,0,8447,2671,31.6,6499,48.1,3129,32.7,2125,675,9.7,632,16.5,1074,296,6,23.312734759999998,19.907912274,23.446019632000002,27.75960257,5.573730765
3343364,5.526738937,1.317086623,12.58938602,0.588568879,4.515691381,12.9,18.4,30.6,38.1,11.5,78777,1592193,3.3,104.7,279.6,243.8,96.2,87.1,7.2,6.2,1302.792276,669.1453517,30.3427032,1890.122205,1284.535942,4967.328718,570,3283665,604412,18.4,2620956,34.1,893601,24.1,631650,139723,5.1,133740,9.6,251137,70932,1,24.32672602,31.19421038,24.81868562,16.117898021000002,3.542479969
26907,0.83993013,0.58720779,0.45341361,0.03716505,1.899134054,12.4,38.3,27.6,21.6,12.2,48688,13612,4.4,79.9,367.1,322.7,130.3,121.5,11.7,9.9,16.49737266,10.61159127,0.601466712,17.91511562,16.02479167,51.98390864,5,26951,7930,29.4,21701,41.5,9014,31.9,6923,1795,8.9,1941,11.1,2417,732,6,21.31787267,21.93852901,25.85572528,25.90775635,4.980116698
7033,2.147021186,0.554528651,0.270154984,0.0,1.094838618,29.6,37.2,22.9,10.3,34.4,29124,2033,6.3,58.0,230.9,214.6,77.3,72.9,8.3,7.6,4.617942164,1.551905581,0.165263779,3.108532983,2.990487427,10.16136149,0,6717,1622,24.1,5682,59.8,3400,44.4,2523,742,17.2,978,18.5,1051,247,6,20.972557950000002,24.99644533,29.17673824,21.626617376,3.22764112
8843,3.991857967,1.14214633,0.531493837,0.113083795,1.198688228,19.9,39.6,27.9,12.6,17.7,48780,4444,2.5,80.5,224.8,199.9,72.9,66.5,6.2,5.4,3.05017674,1.800220474,0.161135599,3.345951454,2.961444325,10.4439284,0,8839,1896,21.5,6919,47.8,3304,35.6,2463,612,9.3,643,13.0,897,230,6,24.49395002,26.913943240000002,25.7717969,18.884993779,3.935316069
4921,1.137980085,0.975411502,0.426742532,0.020321073,1.219264377,19.5,30.4,31.9,18.2,14.6,47068,1879,3.5,77.6,224.8,199.9,72.9,66.5,6.2,5.4,1.697378688,1.001796331,0.089669601,1.861972985,1.648000399,5.811893208,0,4887,1716,35.1,3913,50.4,1970,35.3,1381,451,10.7,418,15.9,624,166,6,22.759601701999998,17.394838446999998,23.97886609,28.46982321,7.396870555
49421,0.748669594,0.98541106,0.975293903,0.032374901,2.28850084,9.2,38.2,28.9,23.7,11.1,61129,27610,2.5,100.3,367.1,322.7,130.3,121.5,11.7,9.9,30.30128421,19.49066979,1.10473432,32.90530082,29.43327867,95.4806091,0,48816,10296,21.1,38472,40.1,15433,31.4,12080,2468,7.2,2786,9.7,3750,1037,4,24.23261367,24.730377779999998,27.77564194,19.859978552,3.401388074
102793,4.403996381,0.466957867,10.60383489,0.065179536,3.347504207,5.8,19.4,22.1,52.7,16.8,57383,50112,3.6,84.8,375.1,304.1,112.9,94.8,10.2,7.4,66.33449284,46.77762627,0.87316833,108.9882398,34.08512518,257.2585343,16,104415,18998,18.2,87787,28.6,25108,22.1,19401,4705,5.9,5160,7.8,6833,2054,4,23.171811312,36.27581644,20.400221802,16.899010631,3.253139805
158823,8.146804934,0.419964363,0.941299434,0.052259433,2.813824194,9.4,33.0,36.3,21.4,13.7,52047,74281,3.9,91.9,287.0,249.7,97.8,87.6,7.9,6.7,70.22845432,60.10729473,2.287985842,117.8153821,95.69818561,322.590115,51,158989,36118,22.7,124756,45.4,56698,36.1,45037,10495,9.5,11796,11.3,14148,4030,4,23.88382035,24.86289769,26.42753254,20.553068505,4.272680909
6899,0.768227279,0.86969126,0.304391941,0.0,2.768517176,4.8,34.6,37.3,23.3,8.1,59744,3648,3.2,102.7,227.6,206.5,88.0,80.5,6.8,6.3,3.890825535,1.971477981,0.329369519,2.855325682,4.239151573,9.035150893,0,6918,1733,25.1,5287,42.5,2246,33.7,1782,399,7.4,389,11.5,609,157,4,25.6413973,19.857950424000002,26.119727490000002,23.481664005,4.899260762
63406,1.605526291,2.558117528,1.654417563,0.06466265,3.259943854,14.8,37.4,32.4,15.3,16.0,47363,26861,3.6,100.6,207.6,188.2,79.9,75.0,7.0,6.5,27.4550878,4.397021725,1.851377568,18.91350493,35.44967276,76.51659337,8,62119,13589,21.9,47905,52.1,24938,38.8,18587,4384,9.8,4711,12.7,6089,1577,3,26.74510299,24.242185290000002,25.9738826,19.330978139,3.707850992
47823,1.978127679,0.357568534,1.127072747,0.035547749,1.923760534,9.3,32.7,31.2,26.9,16.9,51751,22927,5.1,76.5,375.1,304.1,112.9,94.8,10.2,7.4,30.86119143,21.76263385,0.406229306,50.70524832,15.85762592,119.6859211,12,48334,10162,21.0,38585,40.9,15781,31.3,12077,2702,8.2,3149,9.9,3838,1078,5,25.305815189999997,28.528114090000003,23.471969549999997,18.614474211,4.079626958
78843,2.38702231,0.749590959,1.534695534,0.142054463,1.683091714,14.0,37.0,23.6,25.4,14.5,45512,34330,3.6,86.9,253.1,225.8,85.1,77.8,8.1,7.4,66.94075252,13.88193755,1.339280887,41.77391776,28.95175901,117.6587374,38,75565,16721,22.1,62388,44.3,27636,30.9,19278,5182,10.1,6271,12.0,7459,1953,5,24.73015994,29.55366995,23.26775998,18.583767743000003,3.864642391
30169,0.500513772,0.212138288,0.394444629,0.019887964,0.865126454,7.7,48.5,25.2,18.6,9.2,54876,15830,3.9,90.1,320.5,273.3,100.8,88.2,8.7,7.2,16.4966438,13.35420159,0.468775113,24.44226419,16.97013023,63.05378619,0,30781,8608,28.0,24299,47.8,11621,35.8,8699,2061,8.9,2171,12.4,3007,798,6,21.33647121,20.119990719999997,28.27074149,24.170506154,6.102290431
366519,24.90266535,0.809780666,2.677896644,0.115137278,2.647338883,8.9,20.8,28.6,41.7,11.9,63755,179752,3.5,127.8,217.1,196.7,77.2,71.2,7.6,6.9,190.2379795,40.11719315,7.573526183,171.3416567,140.0727417,475.557456,100,353213,70040,19.8,286553,44.6,127744,33.1,94849,20256,7.1,20400,12.2,34952,8511,3,24.55534365,27.098458739999998,26.98959672,17.74314565,3.613455237
48860,14.58452722,1.616864511,2.05280393,0.499386001,3.587801883,12.8,37.4,32.9,16.8,17.5,47664,16040,6.6,99.3,260.3,231.8,84.1,75.8,9.1,7.8,24.78660629,8.042016507,1.65663443,26.2859653,18.78917025,78.56431511,7,51906,7791,15.0,36731,44.4,16314,34.1,12525,2488,8.1,2986,10.9,4021,1019,5,27.660663120000002,35.77568563,20.006139996,13.888661482,2.668849775
5765,0.763226366,0.381613183,0.242844753,0.052038161,1.595836947,20.1,49.8,21.5,8.5,16.3,38265,2046,4.7,73.1,253.1,225.8,85.1,77.8,8.1,7.4,4.894707689,1.015047245,0.097928216,3.054508782,2.11695256,8.603206642,0,5675,1717,30.3,4655,55.3,2573,39.2,1825,562,14.8,690,17.1,796,195,6,20.95403296,20.069384215,26.86903729,27.580225499999997,4.527320035
