TOT_POP,% Black-alone,% NA/AI-alone,% Asian-alone,% Hawaiian/PI-alone,% Two or more races,Percent of adults with less than a high school diploma 2014-18,Percent of adults with a high school diploma only 2014-18,Percent of adults completing some college or associate's degree 2014-18,Percent of adults with a bachelor's degree or higher 2014-18,PCTPOVALL_2018,MEDHHINC_2018,Civilian_labor_force_2018,Unemployment_rate_2018,Med_HH_Income_Percent_of_State_Total_2018,Active Physicians per 100000 Population 2018 (AAMC),Total Active Patient Care Physicians per 100000 Population 2018 (AAMC),Active Primary Care Physicians per 100000 Population 2018 (AAMC),Active Patient Care Primary Care Physicians per 100000 Population 2018 (AAMC),Active General Surgeons per 100000 Population 2018 (AAMC),Active Patient Care General Surgeons per 100000 Population 2018 (AAMC),Total nurse practitioners (2019),Total physician assistants (2019),Total Hospitals (2019),Internal Medicine Primary Care (2019),Family Medicine/General Practice Primary Care (2019),Total Specialist Physicians (2019),ICU Beds_x,Total Population,Population Aged 60+,Percent of Population Aged 60+,county_pop2018_18 and older,anycondition_prevalence,anycondition_number,Obesity_prevalence,Obesity_number,Heart disease_number,COPD_prevalence,COPD_number,diabetes_prevalence,diabetes_number,CKD_number,Urban_rural_code,age 0-19 pct %,age 20-39 pct %,age 40-59 pct %,age 60-79 pct %,age 80+ pct %
20412,0.455614345,0.465412502,0.612384872,0.073486185,1.038604742,11.4,45.1,28.8,14.7,10.3,56981,11091,3.1,93.8,264.9,238.3,94.6,86.4,7.9,7.1,10.67724537,6.460418112,0.466975874,10.71586743,11.50235312,32.29155727,0,20344,5080,25.0,15636,46.0,7199,36.6,5723,1300,8.1,1270,11.0,1727,518,6,25.40172448,20.443856558,27.14579659,21.614736428,5.393885949
6120,24.1503268,0.473856209,0.816993464,0.081699346,2.401960784,21.8,38.9,26.1,13.3,30.2,32355,2048,5.8,64.5,230.9,214.6,77.3,72.9,8.3,7.6,4.01845671,1.350442507,0.1438098,2.704993866,2.60227258,8.842248303,0,6259,1667,26.6,4778,59.6,2847,43.0,2055,584,15.1,721,19.2,919,213,5,23.67647059,24.77124183,23.49673202,23.496732024,4.558823529
10030,1.665004985,0.289132602,0.299102692,0.00997009,1.196410768,23.1,37.0,26.8,13.1,23.3,35906,4201,4.1,71.5,230.9,214.6,77.3,72.9,8.3,7.6,6.585804053,2.21322522,0.235688284,4.433184391,4.264835617,14.4914625,0,9990,2518,25.2,7667,57.1,4381,39.1,2998,922,15.2,1168,16.9,1299,314,5,25.51345963,22.412761709999998,26.141575269999997,21.276171485,4.656031904
46139,1.085849282,0.286092026,0.515832593,0.054184096,1.250568933,12.5,46.5,24.6,16.4,9.8,62366,24295,3.7,102.4,320.5,273.3,100.8,88.2,8.7,7.2,25.22916399,20.42326584,0.716921838,37.38080902,25.95329108,96.4313912,0,45878,11279,24.6,36265,45.0,16335,33.8,12258,2812,8.8,3198,11.5,4162,1105,3,23.37501896,23.05424912,27.519018619999997,22.232818227,3.818895078
6033,1.707276645,0.613293552,0.447538538,0.033151003,1.143709597,22.9,22.3,33.8,21.0,7.5,65771,3437,2.0,113.1,227.6,206.5,88.0,80.5,6.8,6.3,3.402427954,1.724007343,0.288025265,2.496909674,3.707030213,7.901009615,0,6004,1227,20.4,4284,44.4,1901,36.2,1551,301,7.5,322,11.1,473,123,6,31.70893419,23.08967346,24.365987070000003,16.39317089,4.442234378
274765,3.977580842,2.515968191,7.913307736,0.383236584,3.1867232,30.6,25.8,29.6,14.0,21.2,56169,115408,8.3,74.6,279.6,243.8,96.2,87.1,7.2,6.2,107.0663319,54.99183534,2.493630022,155.3343961,105.5659863,408.2259889,24,267390,40383,15.1,194177,46.5,90230,36.3,70486,12913,7.0,13508,12.8,24850,6602,3,33.043509900000004,28.65576038,22.371117130000002,13.254963331999999,2.674649246
124806,12.17088922,0.679454513,1.308430684,0.078521866,2.207425925,8.7,30.5,30.7,30.0,15.4,53882,61476,3.3,114.4,207.6,188.2,79.9,75.0,7.0,6.5,54.04156844,8.654933183,3.644182393,37.22863604,69.77781059,150.6124018,25,121282,19658,16.2,96026,43.2,41457,32.5,31208,6488,7.4,7097,10.4,9939,2543,3,26.42180665,32.544108460000004,23.42675833,14.93998686,2.667339711
37300,2.731903485,0.525469169,0.785522788,0.053619303,1.391420912,8.9,32.9,30.7,27.6,11.7,54376,17078,4.9,80.4,375.1,304.1,112.9,94.8,10.2,7.4,24.0704774,16.97397157,0.316842379,39.54803676,12.36830493,93.35016323,0,38233,11100,29.0,31238,43.8,13670,31.7,9902,2635,8.9,2771,11.3,3540,1010,6,18.134048257,22.67560321,27.32707775,26.20375335,5.659517426
166614,9.907330717,0.779046179,1.637917582,0.066621052,1.735748497,16.6,33.0,31.9,18.5,15.0,47758,80112,3.7,88.6,255.0,223.5,86.2,78.1,7.1,6.2,75.68827037,68.06649203,1.797135103,81.11176738,64.56849692,240.3507742,29,164118,37797,23.0,130055,50.0,65017,37.2,48380,11680,9.9,12887,13.2,17220,4502,3,24.120422050000002,22.735784510000002,28.078072669999997,20.935215523,4.13050524
8985,54.17918753,0.589872009,0.589872009,0.022259321,1.391207568,27.0,40.8,23.3,8.9,43.0,28080,2917,4.8,59.6,207.6,188.2,79.9,75.0,7.0,6.5,3.890546067,0.623083623,0.262350999,2.680153957,5.023425381,10.84284754,0,9614,2289,23.8,7346,57.9,4256,43.4,3188,821,11.6,851,18.8,1381,335,6,20.133555924,27.66833611,26.29938787,20.779076240000002,5.119643851
106420,3.96729938,0.187934599,3.629017102,0.053561361,2.315354257,7.7,28.8,22.2,41.3,18.3,51070,53305,4.1,116.0,263.4,231.6,100.1,89.4,10.5,9.2,55.51327034,39.36609829,3.300151952,57.51693402,73.13372451,165.1843915,119,103715,16742,16.1,89094,41.0,36571,31.2,27797,5877,8.2,7309,10.0,8892,2167,4,21.934786696,39.09603458,21.12290923,14.987784251,2.858485247
41755,3.625913064,0.201173512,0.819063585,0.02634415,2.20093402,7.0,34.8,27.4,30.8,12.5,48689,21331,4.6,110.6,263.4,231.6,100.1,89.4,10.5,9.2,21.78121221,15.44570038,1.294849133,22.56737061,28.69478169,64.81182358,37,42906,12039,28.1,33818,47.9,16204,32.2,10889,3218,10.9,3702,13.1,4417,1109,4,22.33744461,23.94683272,24.21985391,23.453478623000002,6.042390133
21895,5.160995661,1.685316282,0.703356931,0.004567253,2.178579584,19.9,32.3,34.4,13.3,16.7,49121,8181,3.9,81.0,224.8,199.9,72.9,66.5,6.2,5.4,7.552145167,4.457291334,0.398966861,8.284474395,7.332446398,25.85885019,8,22962,4745,20.7,16265,52.1,8475,38.5,6262,1475,9.1,1476,14.4,2334,577,5,27.910481840000003,25.61315368,24.6540306,17.405800411,4.416533455
5420,0.57195572,0.535055351,0.73800738,0.055350554,1.273062731,9.3,37.6,32.8,20.3,12.4,48104,2927,2.7,82.7,227.6,206.5,88.0,80.5,6.8,6.3,3.056714654,1.548834709,0.258759645,2.243204116,3.330366941,7.098205224,0,5572,1719,30.9,4209,45.3,1906,35.9,1511,390,9.0,377,13.1,553,150,6,24.31734318,20.70110701,23.671586716999997,23.04428044,8.265682657
25391,30.10121697,0.67740538,0.626206136,0.177228152,1.240597062,24.6,39.1,23.2,13.2,25.6,41440,9692,4.2,70.7,228.7,202.9,79.1,71.9,7.0,6.1,11.62203104,8.030425188,0.349988474,12.01546636,8.233177131,30.86656967,0,25402,4769,18.8,20245,46.5,9420,33.6,6802,1698,10.1,2043,14.8,2990,733,6,22.472529639999998,30.63683982,26.824465359999998,16.990272149,3.075893033
17698,33.89083512,0.576336309,1.034015143,0.135608543,1.22047689,16.8,33.6,23.7,25.8,19.3,54016,6994,4.2,92.1,228.7,202.9,79.1,71.9,7.0,6.1,8.100772139,5.597355952,0.243948486,8.375003886,5.738677833,21.51457406,0,16732,6034,36.1,14396,52.2,7519,33.5,4823,1623,11.4,1638,18.0,2595,661,6,20.143519045,19.346818847999998,22.691829589999998,32.70426037,5.113572155
2612,0.612557427,0.114854518,0.880551302,0.038284839,1.339969372,8.7,33.8,34.8,22.7,11.4,49626,1436,2.2,85.3,227.6,206.5,88.0,80.5,6.8,6.3,1.473088317,0.746412594,0.124701143,1.081042279,1.604966504,3.42075868,0,2632,882,33.5,1986,46.4,922,34.1,677,184,8.7,173,13.2,262,70,6,25.91883614,19.754977033000003,22.052067383999997,23.621745785999998,8.65237366
21646,1.224244664,0.947057193,0.614432228,0.036958329,1.353598817,14.0,25.9,34.4,25.7,12.3,54019,8543,3.7,89.1,224.8,199.9,72.9,66.5,6.2,5.4,7.466258702,4.406600969,0.394429626,8.190259546,7.249058449,25.56477146,0,20195,9184,45.5,18288,49.7,9093,33.6,6145,2211,10.6,1935,16.0,2918,800,6,16.954633651,15.647232745,21.856232103,36.17758477,9.364316733
6833,61.5395873,0.117078882,0.526854969,0.102444022,0.834187034,24.2,37.2,27.0,11.7,30.8,28298,2489,5.9,48.3,228.7,202.9,79.1,71.9,7.0,6.1,3.127617585,2.161076575,0.094185784,3.233495398,2.215639374,8.30653659,0,7206,2258,31.3,5446,58.2,3172,41.5,2260,669,13.4,732,23.0,1252,305,6,23.45968096,21.90838578,22.566954486999997,25.61100542,6.453973365
38458,12.07811119,0.392636123,0.436840189,0.031202871,1.929377503,15.4,42.1,28.0,14.5,19.1,44261,20017,3.4,81.3,273.1,236.3,86.6,79.0,7.0,6.3,21.44976995,4.1744504,0.765839021,23.92305334,17.17488164,68.20361442,12,38858,9126,23.5,29205,52.0,15184,39.1,11419,2641,10.8,3157,13.1,3812,1019,5,26.038795569999998,24.3174372,25.198918300000003,20.097248949,4.347599979
232173,3.697243004,0.211480232,6.063581898,0.113277599,1.723714644,6.5,25.9,25.3,42.3,5.2,87391,116814,3.9,155.6,292.7,248.6,93.7,83.7,8.3,7.1,119.9452247,44.41091611,3.85318324,157.0271479,107.3727247,452.4908277,57,223868,42520,19.0,174903,40.9,71592,29.3,51247,10922,6.7,11801,9.9,17248,4344,2,27.09617397,23.62247117,28.63985045,17.338794778,3.302709617
32201,0.965808515,0.732896494,0.850905251,0.046582404,1.689388528,12.5,37.1,30.1,20.3,16.2,45336,14329,3.6,83.3,273.1,236.3,86.6,79.0,7.0,6.3,17.95995741,3.495279976,0.641239334,20.0308451,14.38058047,57.10709314,8,31347,7355,23.5,24858,47.2,11737,34.2,8501,2086,9.9,2456,11.8,2940,796,3,26.75072202,25.586161920000002,23.76013167,19.365858202,4.537126176
43724,1.479736529,5.091025524,1.573506541,0.352209313,5.43866069,10.0,25.5,41.9,22.5,17.1,47560,17410,6.7,63.2,279.6,243.8,96.2,87.1,7.2,6.2,17.03771695,8.750979958,0.396817204,24.7187274,16.79896342,64.96196073,4,43530,14018,32.2,34922,40.8,14232,28.4,9918,3211,9.3,3241,12.9,4500,1387,6,22.262373070000002,20.400695267,22.857012167,29.20135394,5.278565548
105779,5.425462521,0.310080451,2.958054056,0.086028418,1.713005417,8.8,31.5,27.8,31.8,6.7,77571,55348,3.8,94.9,306.5,271.0,97.7,87.5,7.6,6.7,65.50838332,22.1092278,0.973660945,83.9485717,32.15455901,186.0404839,20,107088,24579,23.0,84964,37.1,31517,32.0,27188,5782,6.9,5840,10.1,8620,2408,3,22.137664378,22.77200579,29.52665463,20.797133643,4.766541563
602495,62.81811467,0.451953958,2.765666105,0.079502734,2.131801924,15.1,29.9,23.8,31.2,18.9,50501,289758,5.7,60.8,386.0,306.1,116.2,97.6,9.6,7.5,333.3170247,229.4234143,4.985298007,567.1275012,170.9957216,1369.162245,508,619796,115716,18.7,479318,44.4,212754,34.8,166803,30044,7.4,35576,14.1,67471,17034,1,23.18176915,33.01902921,23.73148325,16.744371322,3.323347082
57618,0.621333611,0.49810823,0.772328092,0.032975806,1.676559409,8.9,43.3,28.8,19.0,16.7,44243,26683,4.0,79.6,330.2,305.7,128.9,119.7,12.1,11.7,47.35475985,23.93567861,1.463692577,34.65507425,48.12965592,96.60371009,6,57230,16027,28.0,46994,43.4,20413,31.0,14568,4357,10.0,4694,12.0,5619,1644,6,20.448470963,20.792113573,28.35572217,25.544100799,4.859592488
8484,0.495049505,8.00330033,0.55398397,0.106082037,2.322017916,19.0,37.2,30.2,13.5,18.9,39502,3179,5.9,73.3,255.0,223.5,86.2,78.1,7.1,6.2,3.854053596,3.465951951,0.091510283,4.130218556,3.287833723,12.23868323,0,8607,2550,29.6,6790,51.4,3490,34.3,2329,754,12.0,815,14.8,1005,273,6,22.17114569,20.815653,25.4950495,25.553983969999997,5.964167845
2664,8.108108108,2.665165165,1.426426426,0.0,5.555555556,23.1,23.5,32.1,21.3,23.9,38537,1200,2.9,74.2,206.7,189.1,73.9,68.5,6.2,5.8,0.764119613,0.870191036,0.08445177,0.891135075,1.526887998,3.149713206,0,2758,720,26.1,1989,52.2,1039,38.1,758,201,9.8,195,15.2,302,77,6,27.364864869999998,22.147147150000002,24.28678679,20.457957958,5.743243243
28223,0.807851752,1.318073911,1.544839315,1.070049251,2.171987386,14.2,34.6,30.8,20.4,16.1,45023,12639,3.2,95.6,207.6,188.2,79.9,75.0,7.0,6.5,12.220688,1.957182982,0.824077045,8.418696175,15.77920251,34.05872969,0,27782,7997,28.8,22158,45.4,10052,35.0,7755,2297,10.4,2295,13.9,3077,818,6,23.735960040000002,21.12107147,24.221379730000002,26.17014492,4.751443858
91243,70.87995791,0.273993621,1.005008603,0.214810999,1.296537817,17.5,29.0,32.1,21.4,29.5,38806,38361,5.1,66.2,228.7,202.9,79.1,71.9,7.0,6.1,41.76397064,28.85747254,1.257689666,43.17778729,29.58606518,110.9195548,50,91522,18997,20.8,70021,51.8,36296,40.4,28288,5605,9.3,6509,17.0,11889,2866,4,28.52164002,27.77637737,22.31732846,17.742730948,3.641923216
53446,4.129401639,0.488343375,0.64364031,0.05800247,1.945889309,16.9,41.2,26.4,15.4,13.8,56166,26257,3.0,107.3,253.1,225.8,85.1,77.8,8.1,7.4,45.3777185,9.410271477,0.907870151,28.31765418,19.6257843,79.75836638,6,51341,10824,21.1,41105,48.1,19777,35.4,14551,3531,10.8,4422,12.9,5314,1316,2,25.191782359999998,24.73898889,27.20315833,19.346630248,3.519440183
28558,3.753764269,1.859373906,0.833391694,0.322151411,1.614258702,19.9,31.1,31.4,17.6,12.2,55387,16473,2.9,77.0,285.7,262.5,95.4,88.9,7.8,7.1,14.51575472,11.26663242,0.446252908,12.55023629,13.65333337,36.54761179,6,28123,6047,21.5,21134,39.3,8302,29.2,6171,1461,7.0,1469,9.7,2060,668,5,28.499894949999998,26.538973319999997,23.29294768,17.16856923,4.499614819
24528,3.449119374,2.25456621,0.419928245,0.065231572,2.140410959,9.4,36.1,34.5,20.0,13.1,47401,10454,5.7,83.7,287.0,249.7,97.8,87.6,7.9,6.7,10.84580651,9.282734397,0.353347542,18.19494463,14.77925172,49.81954969,0,24432,8002,32.8,20264,48.4,9805,35.4,7173,2029,10.7,2171,13.3,2687,741,6,19.247390737,20.743639921,25.11007828,28.909817359999998,5.989073712
7634,0.510872413,1.244432801,0.759758973,0.353680901,2.554362064,6.3,27.4,39.2,27.2,12.8,56837,3329,4.2,102.4,192.6,181.6,73.9,68.9,5.8,5.5,2.994053157,2.689425655,0.195831965,1.692858544,4.012379376,6.070790921,0,6968,2461,35.3,6343,43.1,2733,31.4,1992,559,7.9,500,13.1,829,223,3,18.679591304,16.046633482,28.58265653,33.1019125,3.589206183
35470,0.659712433,1.158725684,0.631519594,0.028192839,1.581618269,7.1,32.4,33.5,27.1,9.4,53805,18233,3.6,88.5,264.9,238.3,94.6,86.4,7.9,7.1,18.55388464,11.22628995,0.811465523,18.62099833,19.9876771,56.11314601,20,35352,11792,33.4,29416,40.5,11900,34.4,10119,2453,7.4,2186,10.9,3219,994,6,18.595996616,19.272624753,26.678883559999996,29.391034669999996,6.061460389
6807,0.381959747,50.08079918,0.279124431,0.01469076,2.879388864,10.9,25.9,41.3,21.8,20.8,39237,2291,4.3,71.0,247.1,236.2,91.5,88.0,9.8,9.4,3.229513181,2.505435821,0.358834798,2.204270901,3.761357614,7.381744414,0,6646,1338,20.1,4792,45.5,2181,34.6,1658,449,9.5,456,15.0,719,195,6,32.45188777,24.13691788,22.52093434,17.011899511,3.878360511
20154,1.275181105,0.322516622,0.54579736,0.019847177,1.041976779,6.5,36.3,35.0,22.2,8.0,60531,10811,1.9,100.8,218.2,193.1,84.8,77.9,6.9,6.5,12.27319657,5.446949364,0.753505305,8.160845589,13.7993641,26.09810322,6,20428,5287,25.9,15215,42.1,6403,33.8,5143,1151,7.0,1064,10.1,1531,463,6,26.55552248,21.65326982,24.33263868,20.789917633,6.668651384
10020,0.598802395,0.878243513,0.538922156,0.209580838,1.127744511,11.9,33.5,32.5,22.1,12.1,53253,6142,2.0,74.0,285.7,262.5,95.4,88.9,7.8,7.1,5.093068922,3.95306593,0.156574485,4.403437482,4.790475535,12.82327439,0,10109,2385,23.6,7311,35.9,2622,27.7,2025,540,7.3,532,9.9,725,239,6,29.08183633,23.45309381,22.794411179999997,19.650698605000002,5.01996008
6578,7.55548799,0.896929158,0.562480997,0.106415324,1.474612344,38.6,27.9,19.6,13.9,24.6,46490,2133,3.0,76.7,224.8,199.9,72.9,66.5,6.2,5.4,2.268920343,1.33912137,0.119863166,2.488936861,2.202915387,7.768874928,0,6739,1035,15.4,5463,47.7,2607,37.3,2038,395,7.2,396,12.5,683,165,6,20.477348743,37.27576771,27.15110976,11.872909699000001,3.222864092
8460,0.768321513,1.690307329,0.709219858,0.011820331,1.631205674,4.4,29.2,37.5,28.8,10.3,57676,4211,4.0,92.6,207.9,199.6,79.8,76.2,10.6,10.4,4.187995576,2.357577929,0.424656894,1.932921035,5.505896282,7.965977599,0,8562,2495,29.1,6606,38.6,2550,29.6,1955,554,8.4,552,10.8,712,225,6,23.593380609999997,20.212765953999998,23.67612293,26.84397163,5.673758865
353813,6.863230011,0.872212157,4.804232744,0.061331833,2.867333874,6.1,27.9,36.3,29.7,5.6,82284,196586,2.8,117.1,302.7,265.0,104.9,96.0,7.4,6.6,181.5984555,114.2556949,8.007987448,202.721887,221.0708976,591.6452459,35,344861,63313,18.4,269417,40.1,108036,33.1,89177,15192,5.0,13569,8.6,23246,6701,2,25.970781170000002,25.90238346,27.793778070000002,17.353234623,2.979822675
61157,0.64587864,0.572297529,0.485635332,0.017986494,1.535392514,7.3,37.8,34.7,20.1,8.5,64121,31664,3.4,113.2,287.0,249.7,97.8,87.6,7.9,6.7,27.04244084,23.14514789,0.881020697,45.36644769,36.84991429,124.2178001,0,59607,14931,25.0,47643,41.9,19956,31.4,14960,3768,9.1,4342,10.6,5050,1442,2,24.4599964,22.67769838,26.937227139999997,21.953333221,3.971744853
465,0.0,0.430107527,0.215053763,0.0,2.150537634,5.7,26.4,40.0,27.9,12.9,46862,219,5.0,78.5,239.2,214.5,88.2,80.3,6.8,6.2,0.251870139,0.198121775,0.022415237,0.215475507,0.303690312,0.661611036,0,421,112,26.6,345,44.3,153,36.5,126,27,7.0,24,10.7,37,11,6,28.172043010000003,22.15053764,21.505376348,22.365591401,5.806451613
97892,1.332080252,0.629264904,1.284068157,0.049033629,1.463858129,16.1,36.4,30.4,17.1,13.9,47202,53097,3.5,90.1,253.1,225.8,85.1,77.8,8.1,7.4,83.11408934,17.23590718,1.662860173,51.86677774,35.94669904,146.0858811,16,95523,23741,24.9,77719,50.9,39579,36.8,28601,7364,11.4,8880,14.2,11033,2713,5,22.58407225,23.19290646,27.167695010000003,23.240918564,3.814407715
3582,3.015075377,0.837520938,0.474595198,0.083752094,2.06588498,11.5,32.5,36.3,19.7,16.1,41180,1566,3.3,67.9,224.8,199.9,72.9,66.5,6.2,5.4,1.235523361,0.729208384,0.065270578,1.355331687,1.199580863,4.230481908,27,3602,1088,30.2,2758,46.6,1287,34.4,949,264,8.9,245,13.5,374,102,6,24.930206589999997,20.93802346,23.14349526,23.75767728,7.230597432
6740,0.994065282,0.534124629,0.489614243,0.326409496,1.528189911,8.6,38.6,38.1,14.7,11.1,55865,4311,1.8,93.0,218.2,193.1,84.8,77.9,6.9,6.5,4.104462881,1.821595649,0.251990957,2.729190199,4.614851346,8.727856293,0,6972,2100,30.1,5196,47.6,2473,35.9,1865,477,8.4,439,12.1,627,183,6,24.83679525,19.792284869,23.931750746,24.554896141,6.884272997
26505,0.735710243,3.957743822,1.146953405,0.830032069,2.5051877,14.2,28.5,36.8,20.5,13.4,52269,13384,4.3,82.7,303.4,271.5,109.4,101.0,9.2,8.3,13.28819344,7.324001906,0.385806663,16.24815276,12.51025541,38.97279771,17,25687,6940,27.0,20634,43.1,8897,31.2,6438,1728,8.8,1821,12.2,2528,703,5,24.1426146,25.04433126,22.9541596,23.074891528000002,4.784003018
5519,0.652292082,43.44990034,0.144953796,0.018119225,9.403877514,13.1,37.9,36.8,12.2,20.9,43162,2329,4.6,61.4,302.7,265.0,104.9,96.0,7.4,6.6,2.832688104,1.782232932,0.124913677,3.16218481,3.448404337,9.228858498,0,5500,1271,23.1,3771,50.8,1916,38.7,1459,393,9.5,360,15.7,593,162,6,34.06414205,20.45660446,21.888023193000002,18.862112698,4.729117594
53621,30.08709274,0.703082747,0.939930251,0.027974115,1.449059137,19.1,42.0,24.4,14.4,19.3,46229,22399,5.2,96.3,260.3,231.8,84.1,75.8,9.1,7.8,27.2018546,8.825644027,1.818059656,28.84731366,20.62001838,86.21975318,0,53609,10425,19.4,40643,52.6,21383,38.6,15688,3501,10.2,4156,13.9,5656,1419,3,26.37959008,26.2938028,25.65226311,18.490889766000002,3.183454244
13111,4.042407139,0.381359164,0.549157196,0.411867897,1.800015254,18.6,46.1,25.5,9.8,18.4,47132,5862,4.2,93.9,230.9,214.6,77.3,72.9,8.3,7.6,8.60882123,2.893080345,0.308086649,5.794963166,5.574901273,18.9429277,0,13180,3120,23.7,10028,53.6,5373,37.9,3801,1109,13.9,1394,16.0,1603,380,6,25.24597666,23.918846770000002,26.10784837,20.639157957000002,4.088170239
42907,0.818048337,2.102221083,1.123359825,0.298319622,2.656909129,18.2,29.0,33.6,19.2,10.4,65912,21603,5.3,89.0,278.8,246.3,100.6,91.7,6.9,6.1,17.29241396,10.86398612,0.523840001,21.34078614,25.15001398,63.29923147,0,40585,9148,22.5,31843,38.3,12199,30.7,9776,2501,7.5,2382,11.4,3632,1058,4,28.219171690000003,24.56941757,23.29689794,19.868552915000002,4.045959867
32703,8.103232119,17.02596092,0.807265389,0.926520503,7.213405498,16.9,43.5,26.3,13.2,21.1,37390,14211,5.5,72.0,206.7,189.1,73.9,68.5,6.2,5.8,9.380256647,10.68237892,1.036721557,10.93948587,18.74392575,38.66556719,0,33026,7755,23.5,24484,54.5,13348,38.9,9524,2719,12.0,2942,15.9,3881,996,6,27.5234688,23.80515549,24.13540042,20.187750355,4.348224933
14465,43.47735914,0.477013481,0.456273764,0.110611822,1.38264777,19.5,45.8,21.3,13.4,23.4,33566,5024,6.5,75.0,191.3,174.8,65.9,61.2,7.1,6.7,10.10336076,0.518245255,0.479497946,5.710384627,5.313224712,16.37558136,0,14670,3582,24.4,11164,59.9,6690,45.4,5068,1205,11.8,1320,18.2,2035,497,6,25.0535776,23.69166955,24.60421707,21.424127199,5.226408572
7027,2.177316067,3.358474456,0.868080262,0.128077416,1.252312509,25.9,35.2,21.1,17.7,15.8,45051,2655,4.4,74.3,224.8,199.9,72.9,66.5,6.2,5.4,2.42379192,1.430526888,0.128044765,2.658826288,2.35328161,8.299161465,0,7098,1519,21.4,4821,48.9,2359,37.3,1798,406,7.7,370,14.7,708,172,6,34.46705564,23.36701295,22.21431621,15.824676249,4.12693895
494228,3.765873241,0.313620434,10.74767112,0.041883503,1.889411365,5.7,20.2,20.6,53.6,4.7,112396,252984,3.3,137.4,306.5,271.0,97.7,87.5,7.6,6.7,306.0728242,103.3002717,4.549206378,392.2303548,150.2347667,869.2312869,91,498847,110520,22.2,389906,31.0,120952,25.6,99816,21949,5.1,19702,8.7,33899,9826,2,23.65527651,23.11645637,29.43600929,19.217446199,4.574811625
18988,2.849167896,0.658310512,1.10596166,0.110596166,1.606277649,22.9,40.6,23.6,12.8,13.0,55384,9538,3.1,94.5,228.7,202.9,79.1,71.9,7.0,6.1,8.691234116,6.005344944,0.261729792,8.985454502,6.156967719,23.08276259,0,18363,4207,22.9,14750,44.5,6568,32.4,4779,1307,10.6,1567,13.4,1983,510,6,24.71560986,23.48325258,27.62270907,21.065936379,3.1124921
63955,3.913689313,1.835665702,1.430693456,0.07817997,2.453287468,5.1,25.4,36.0,33.5,11.8,65914,35791,2.9,93.8,302.7,265.0,104.9,96.0,7.4,6.6,32.82561472,20.6527826,1.447518427,36.64387199,39.96062681,106.9453969,0,62040,10982,17.7,48151,33.7,16204,29.0,13964,2567,4.6,2225,7.9,3819,1165,4,29.07982175,30.97959503,21.633961380000002,14.402314127,3.904307716
859064,10.60386653,0.838703519,9.500223499,0.110934692,2.673607554,7.5,18.1,29.9,44.5,7.3,88384,482610,3.2,145.8,224.8,199.9,72.9,66.5,6.2,5.4,296.3131325,174.8846094,15.65371397,325.0465271,287.6931141,1014.588138,81,781321,106598,13.6,647068,42.7,276089,34.7,224533,32828,5.1,32932,9.0,58354,15030,2,27.4200758,29.12635147,28.35202034,13.245346097999999,1.85620629
8233,0.898821815,1.008137981,0.947406778,0.012146241,1.797643629,6.7,33.4,37.0,22.9,10.7,58371,4030,4.8,100.4,227.6,206.5,88.0,80.5,6.8,6.3,4.643160839,2.352685639,0.393056855,3.40743533,5.058839672,10.78219993,0,8328,2233,26.8,6437,45.2,2909,37.6,2420,520,8.1,519,12.2,788,205,6,23.89165553,21.66889348,25.50710555,23.709461919,5.222883518
514213,18.46783337,0.49104165,2.616425489,0.082067159,1.954248531,12.2,24.7,28.9,34.2,11.1,61162,248725,2.9,116.6,229.5,205.0,80.1,72.3,7.0,6.2,214.5197736,106.0967669,6.97871965,216.1380274,236.7707638,652.5608577,137,490332,100264,20.4,395849,42.5,168235,32.3,127859,26440,6.8,26743,11.3,44747,11688,3,25.464155910000002,26.90266485,25.8128441,18.356206475,3.464128678
692587,27.6697368,0.487159014,3.933657432,0.112188072,2.505100442,11.4,22.7,25.6,40.3,15.4,60799,396574,2.6,116.1,253.1,225.8,85.1,77.8,8.1,7.4,588.0331161,121.944237,11.76475441,366.9580354,254.3232997,1033.55925,614,678322,113356,16.7,548560,37.5,205657,31.5,172796,33256,7.1,38870,10.6,58228,15193,1,23.395039179999998,35.10086097,23.77766259,14.928521615,2.797915641
235908,12.34718619,0.642199502,3.350034759,0.072909778,1.988063143,10.2,25.0,30.0,34.8,7.0,80428,121250,3.4,149.2,255.0,223.5,86.2,78.1,7.1,6.2,107.1666756,96.37503453,2.544555367,114.8457802,91.42223926,340.3115611,14,222095,36152,16.3,172613,40.3,69524,32.0,55236,10713,6.7,11535,10.4,18026,4624,2,29.943452530000002,21.99035217,30.14056327,15.441612831999999,2.484019194
32384,0.719491107,0.45701581,0.339673913,0.043231225,1.596467391,15.5,41.8,27.5,15.3,16.8,44726,12727,6.6,79.6,292.7,248.6,93.7,83.7,8.3,7.1,16.73022339,6.194532126,0.537450462,21.9024915,14.97658348,63.11441453,4,32624,7195,22.1,24732,59.2,14644,43.7,10808,2308,11.5,2850,14.7,3640,857,5,25.88932806,24.0736166,25.73493083,20.550271744,3.751852767
22192,48.11643836,0.626351839,0.901225667,0.072098053,1.140050469,25.3,38.2,25.5,11.1,29.3,36788,8408,5.4,62.7,228.7,202.9,79.1,71.9,7.0,6.1,10.15777689,7.018675742,0.305893593,10.50164348,7.195883065,26.97770526,0,22574,4919,21.8,17158,52.6,9030,40.3,6915,1565,10.9,1865,17.4,2980,711,6,25.175739,26.022891129999998,26.18060563,18.95277577,3.667988464
